"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"1","2",93.98,"1",20.00,2.00,2.00,"4","1","2","2","1","2","2","5, 6","3","4","1","1","2","3","2","2","2","3","2","1","3","4","9","9","4","2","1","1","4","3","3","2","2","3","1","3","2, 8, 9","VAL"
"1","2",8.68,"3",20.00,2.00,2.00,"2","1","2","1","1","3","1","1, 6","9","3","1","1","3","3","1","2","1","2","1","2","2","3","1","1","4","2","1","1","1","1","1","2","1","2","2","1","4, 5, 10","VAL"
"1","1",50.53,"4",20.00,5.00,2.00,"2","4",,,"1","3","1","4, 6","9","3","1","1","4","1","2","1","1","1","1","2","2","3","2","2","3","2","9","2","3","3","3","3",,"3","2","2","1, 4, 5, 6, 8, 10","VAL"
"1","1",22.83,"1",20.00,2.00,2.00,"4","1","2","8","1","3","3","1, 6","2","2","2","2","3","3","2","2","9","2","1","2","2","3","9","9","4","2","1","1","1","1","1","1","2","2","2","2","8, 9, 10","VAL"
"1","2",130.01,"3",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","1, 5","2","2","2","2","3","2","2","1","1","2","2","2","2","2","9","9","4","2","2","1","2","2","2","1",,"2","2","2","5, 7, 9","VAL"
"1","2",19.42,"1",20.00,2.00,2.00,"2","4",,,"1","2","1","4, 6","2","2","2","2","3","2","2","1","2","2","3","2","2","4","9","9","3","2","2","2","2","4","2","2",,"4","3","3","8, 9, 10","VAL"
"2","3",19.82,"1",30.00,2.00,2.00,"2","3",,,"2","3","1","4, 6","1","1","9","1","2","2","2","1","2","3","2","1","1","4","2","9","4","2","2","1","2","2","1","3",,"2","2","1","8","VAL"
"1","2",19.42,"3",30.00,5.00,4.00,"4","3",,,"1","3","1","1, 6","9","1","1","1","4","3","1","1","4","1","2","3","1","4","4","4","4","1","2","2","2","2","2","1",,"4","1","1","7, 8, 9","VAL"
"2","2",14.47,"4",20.00,3.00,3.00,"4","1","1","5","1","3","1","1, 6","9","3","9","2","2","2","2","2","2","2","2","2","1","3","9","9","9","9","2","2","2","2","2","2","2","2","2","2","4, 5","VAL"
"2","2",83.54,"4",20.00,4.00,4.00,"3","1","1","5","1","2","3","1, 6","9","3","3","2","2","2","1","1","2","2","2","2","1","2","9","9","4","3","1","1","9","2","2","2","1","2","1","1","5","VAL"
"1","2",123.74,"1",40.00,2.00,2.00,"4","3",,,"1","3","1","4, 6","2","2","2","2","2","4","2","1","2","2","2","2","2","4","9","9","4","2","2","2","3","3","2","9",,"2","2","2","8, 9, 10","VAL"
"1","3",4.96,"4",20.00,1.00,1.00,"1","3",,,"1","2","2","5, 6","2","3","2","2","2","2","2","2","9","2","2","2","2","9","9","9","9","9","2","2","9","3","2","2",,"4","2","2","5, 8, 9","VAL"
"1","2",11.21,"3",20.00,3.00,2.00,"3","1","1","1","1","3","3","1, 6","1","2","1","2","3","2","2","1","1","2","2","2","1","1","9","9","9","9","1","1","9","3","2","3","1","2","1","2","1, 5, 10","VAL"
"2","2",7.47,"1",40.00,2.00,2.00,"2","1","1","3","1","3","2","1, 6","9","2","2","2","3","3","2","2","2","2","2","2","2","9","2","2","3","2","1","1","2","2","2","2","2","2","2","2","10","VAL"
"2","2",9.64,"4",20.00,3.00,2.00,"3","1","1","4","1","1","1","1, 6","1","2","2","1","2","2","3","1","2","2","1","2","2","3","9","9","4","2","2","2","2","3","3","2","2","3","2","2","8, 10","VAL"
"2","3",14.01,"5",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 6","2","3","9","9","4","2","2","2","9","2","2","2","2","9","9","9","9","2","2","2","9","4","2","2",,"4","2","1","4, 5, 10","VAL"
"2","3",16.18,"1",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","4, 6","1","1","1","1","2","2","2","2","2","1","1","2","1","2","9","9","4","2","1","1","1","2","1","1",,"3","2","1","5, 8, 10","VAL"
"2","3",19.82,"4",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","2","4","9","9","3","9","2","1","2","2","2","2","1","9","9","9","4","2","3","3","9","3","2","9",,"3","3","1","5, 9, 10","VAL"
"2","2",103.30,"3",30.00,3.00,2.00,"4","1","1","5","1","1","2","1, 6","9","3","9","2","3","9","1","1","1","3","2","1","1","4","9","9","4","9","2","2","9","9","9","9","2","4","1","2","2, 8, 10","VAL"
"1","2",16.82,"3",20.00,3.00,3.00,"3","1","2","9","1","2","3","1, 6","9","3","1","1","2","2","2","1","2","2","2","2","2","9","1","9","3","2","2","1","1","3","2","2","2","3","1","1","5, 10","VAL"
"2","3",24.27,"1",20.00,4.00,3.00,"4","3",,,"1, 2","3","2","1, 6","9","2","2","2","2","2","2","1","2","1","2","2","1","9","9","9","9","2","2","2","9","2","2","2",,"2","2","1","99","VAL"
"1","2",9.71,"3",20.00,1.00,1.00,"1","4",,,"1","2","2","5, 6","9","2","2","9","2","2","2","2","9","2","2","2","2","4","9","9","4","4","3","2","9","3","2","3",,"3","3","3","8, 10","VAL"
"1","2",21.71,"4",20.00,5.00,5.00,"4","1","1","7","1","3","2","1, 6","9","2","2","2","2","2","1","1","1","1","1","1","1","2","9","9","2","9","1","1","2","3","2","9","1","2","1","1","5, 10","VAL"
"1","2",9.71,"1",20.00,5.00,2.00,"3","1","1","8","1, 2","3","1","1, 6","2","9","2","2","2","4","2","1","1","1","1","2","1","4","3","9","4","2","1","1","1","4","2","9","1","2","2","1","8, 9, 10","VAL"
"2","3",31.34,"4",20.00,5.00,5.00,"4","3",,,"2","3","2","4, 6","4","2","9","2","2","2","2","2","9","2","2","2","1","3","9","9","9","9","2","1","9","3","2","2",,"2","2","2","4","VAL"
"1","1",34.24,"4",20.00,3.00,3.00,"4","1","1","8","1","3","3","1, 6","9","2","9","2","2","2","2","1","2","1","1","2","1","2","9","9","4","2","2","2","9","4","2","9","2","2","2","2","5, 9, 10","VAL"
"1","2",289.79,"1",30.00,3.00,2.00,"3","1","1","1","1","3","2","1, 6","1","9","1","1","1","2","2","1","1","1","1","1","1","9","9","9","4","9","1","1","2","2","2","2","1","2","1","2","99","VAL"
"2","2",47.99,"3",20.00,3.00,2.00,"3","1","1","5","1","3","2","1, 6","2","2","9","2","4","3","3","2","2","3","2","3","1","4","9","9","4","9","1","1","4","3","1","2","3","3","1","2","1, 2, 5, 10","VAL"
"2","2",12.53,"1",20.00,4.00,3.00,"4","1","1","2","1, 2","3","1","1, 6","9","2","2","1","2","2","1","1","1","3","2","2","2","9","4","9","4","2","2","2","9","3","2","1","2","2","1","1","2, 9, 10","VAL"
"1","2",47.58,"4",30.00,1.00,1.00,"1","2",,,"1","2","1","5, 6","3","3","2","2","2","2","2","1","2","2","2","2","2","4","2","9","4","2","2","2","2","2","2","2",,"4","3","2","4, 5, 8","VAL"
"1","2",5.60,"2",20.00,1.00,1.00,"1","1","1","7","2","3","2","1, 6","2","2","9","2","2","2","2","2","2","2","2","2","1","3","9","9","4","9","2","2","2","3","2","2","2","2","2","2","8, 9","VAL"
"2","2",14.47,"1",20.00,5.00,3.00,"4","1","1","2","2","3","2","4, 6","2","2","2","1","2","2","2","1","2","3","2","1","2","9","9","9","9","9","2","1","1","3","2","2","1","2","2","2","2","VAL"
"2","3",14.01,"3",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","1","2","9","1","2","2","1","1","9","2","3","2","1","4","4","4","2","4","1","1","9","3","3","1",,"3","2","2","3, 5, 8","VAL"
"1","3",29.77,"5",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","2","2","9","9","2","3","3","1","9","2","2","2","1","3","9","9","4","2","2","2","3","3","3","9",,"2","2","2","5, 7, 9","VAL"
"2","2",18.68,"1",40.00,5.00,5.00,"4","1","1","3","1, 2","3","2","1, 6","2","2","1","1","2","2","1","1","2","2","3","2","2","9","2","2","3","3","1","1","2","2","2","9","1","2","1","1","3, 5, 9","VAL"
"1","2",114.35,"4",20.00,4.00,2.00,"3","1","1","7","1","3","1","1, 6","2","2","1","1","2","2","2","1","1","1","2","2","2","2","2","9","4","2","2","2","2","2","2","2","1","2","2","2","6, 9, 10","VAL"
"2","3",54.28,"5",20.00,1.00,1.00,"1","3",,,"2","1","2","4, 6","9","4","9","9","2","4","9","4","9","9","1","1","1","9","9","9","9","9","1","1","9","4","2","9",,"4","3","3","5, 9","VAL"
"1","2",16.48,"2",20.00,3.00,3.00,"4","2",,,"1","2","1","5, 6","2","3","2","2","2","2","2","1","2","3","2","1","2","4","9","9","3","9","2","2","9","2","2","9",,"4","3","2","10, 8","VAL"
"2","2",26.42,"3",20.00,1.00,1.00,"1","3",,,"1","3","3","4, 6","2","2","1","1","2","2","2","1","1","1","1","1","1","4","2","2","4","9","4","2","1","2","2","2",,"3","1","1","1, 8, 9","VAL"
"2","3",39.64,"1",20.00,1.00,1.00,"1","3",,,"1","2","3","1, 6","9","2","9","2","2","2","2","2","9","2","2","2","2","3","9","9","4","9","2","2","9","3","2","9",,"2","2","2","99","VAL"
"2","1",119.02,"4",20.00,2.00,2.00,"2","4",,,"1","3","3","1, 4","2","3","2","2","2","3","2","1","2","3","4","2","3","9","9","2","4","2","9","3","2","3","3","2",,"2","2","2","5, 9, 10","VAL"
"2","3",14.01,"4",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","3","4","2","2","2","4","2","2","2","2","2","3","2","4","2","2","4","9","3","2","2","3","2","3",,"3","2","2","4, 5, 6","VAL"
"2","1",59.94,"1",20.00,3.00,1.00,"3","2",,,"1","3","3","1, 6","9","2","1","1","2","2","1","1","3","1","1","1","1","3","2","2","4","9","2","2","9","2","2","2",,"2","1","1","5, 7, 8","VAL"
"1","3",8.10,"4",20.00,2.00,2.00,"4","3",,,"1, 2","3","2","1, 6","1","2","9","9","2","2","1","1","2","1","1","1","1","9","9","9","9","1","1","1","2","9","9","9",,"2","2","2","10","VAL"
"1","1",32.28,"4",20.00,5.00,4.00,"4","4",,,"1","3","1","4, 6","3","2","1","1","1","2","1","1","1","1","1","1","1","2","2","1","3","9","2","1","1","3","2","1",,"9","2","2","4","VAL"
"2","2",19.14,"2",20.00,3.00,1.00,"3","2",,,"1","2","2","4, 6","2","2","9","2","1","1","3","2","2","3","2","2","1","1","9","9","4","9","1","1","2","4","4","4",,"4","1","4","2, 4, 5, 6, 7, 8, 9, 10","VAL"
"2","2",11.81,"1",40.00,3.00,2.00,"3","1","1","3","1","3","1","1, 6","9","3","1","1","2","2","2","1","2","1","1","1","1","4","4","4","9","1","1","1","2","2","2","2","1","1","1","1","5, 6, 10","VAL"
"2","2",9.64,"4",20.00,2.00,2.00,"2","1","2","1","1, 2","3","2","1, 6","3","2","2","1","2","2","2","1","2","2","2","2","1","4","9","9","3","9","1","1","2","1","1","1","2","2","2","2","4, 7, 8","VAL"
"1","3",12.15,"5",10.00,3.00,3.00,"4","3",,,"1, 2","3","2","4, 6","2","2","2","2","2","2","2","1","9","2","3","2","2","3","9","9","4","2","3","2","9","3","2","2",,"2","2","2","3, 10","VAL"
"2","3",16.18,"1",20.00,2.00,2.00,"4","3",,,"1, 2","3","2","1, 4","2","4","1","1","1","1","1","1","1","1","1","1","1","2","9","9","4","3","1","1","9","1","2","1",,"2","2","2","5, 6","VAL"
"2","2",26.58,"4",20.00,5.00,3.00,"3","1","2","7","1","1","1","1, 6","9","3","2","3","2","2","2","1","1","1","2","1","1","2","9","9","4","2","1","1","1","4","1","9","1","2","1","1","8, 9","VAL"
"2","2",18.68,"3",20.00,5.00,5.00,"3","3",,,"1","3","2","1, 6","9","2","2","1","4","3","1","1","1","1","1","1","1","4","9","9","4","9","1","1","1","4","9","9",,"3","1","1","8, 9, 10","VAL"
"2","2",123.96,"4",20.00,3.00,3.00,"3","1","1","9","1","3","2","4, 6","2","2","2","1","2","3","3","1","2","2","2","3","1","2","9","2","4","3","2","2","9","4","2","9","2","2","2","2","5, 6, 9","VAL"
"2","1",42.07,"1",20.00,4.00,4.00,"4","1","1","1","1","3","1","1, 6","9","4","2","1","2","4","3","1","9","1","1","1","2","2","1","3","3","2","3","2","2","2","2","2","1","2","1","1","1, 5, 9, 10","VAL"
"2","2",14.47,"3",20.00,3.00,3.00,"2","1","1","2","1","3","2","1, 4","3","2","2","2","2","2","2","1","2","3","2","2","1","4","9","9","3","9","2","2","2","3","2","9","2","3","2","2","2, 8","VAL"
"2","2",19.29,"3",20.00,4.00,4.00,"4","4",,,"1","3","2","4, 6","3","2","2","1","2","2","2","2","2","2","1","2","1","4","2","2","4","2","1","3","9","9","3","3",,"4","3","1","4, 8, 10","VAL"
"2","2",45.18,"3",20.00,3.00,3.00,"3","1","1","9","1","3","1","4, 6","2","2","9","2","3","2","2","2","2","2","2","2","2","3","9","9","4","2","2","2","2","3","2","2","2","3","2","2","8, 9, 10","VAL"
"1","3",3.50,"3",20.00,1.00,1.00,"1","1","1","8","1","3","2","1, 5","9","2","2","2","2","2","2","1","9","1","2","2","1","4","1","9","4","2","1","1","1","2","1","2","3","3","2","1","5, 6, 7","VAL"
"2","3",14.01,"1",30.00,1.00,1.00,"1","3",,,"1, 2","3","2","1, 6","2","2","9","2","2","2","2","2","2","2","2","2","2","9","9","9","4","9","3","2","9","2","2","2",,"1","2","2","5, 9","VAL"
"2","3",18.09,"4",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","1","2","9","1","1","1","2","1","9","1","1","1","1","9","9","9","4","1","1","1","9","2","2","1",,"3","2","2","99","VAL"
"1","2",13.03,"3",20.00,3.00,3.00,"2","1","1","7","1","3","2","1, 6","3","2","2","2","3","1","1","1","2","1","2","1","2","3","9","9","3","2","1","1","2","2","1","2","1","2","1","1","5, 10","VAL"
"1","1",26.36,"3",20.00,5.00,4.00,"4","1","1","5","1","3","1","1, 2","9","3","1","1","2","2","3","1","1","1","1","1","1","3","2","2","4","2","1","1","2","2","2","2","1","2","1","1","5, 8, 9","VAL"
"2","3",8.09,"2",30.00,1.00,1.00,"1","3",,,"1, 2","1","2","6, 7","4","3","9","1","2","1","1","1","1","3","1","3","2","4","9","9","9","3","1","1","3","1","1","1",,"4","3","2","4, 5","VAL"
"2","2",11.81,"4",20.00,3.00,2.00,"4","4",,,"1","2","2","4, 6","1","3","2","2","2","2","2","2","1","1","1","1","2","3","3","3","4","3","2","1","9","2","1","2",,"3","3","1","10, 5, 8","VAL"
"2","2",33.42,"4",20.00,4.00,4.00,"3","1","1","5","1, 2","2","1","1, 6","2","2","2","2","3","2","3","2","2","2","2","2","1","3","9","9","4","3","2","2","2","2","2","9","2","3","2","1","5, 8, 10","VAL"
"1","1",32.28,"4",20.00,4.00,4.00,"4","4",,,"1","3","1","1, 6","9","9","1","1","1","1","1","2","1","1","1","1","1","2","9","9","3","9","2","1","2","3","2","9",,"9","1","1","99","VAL"
"1","2",25.69,"2",20.00,5.00,4.00,"4","1","2","8","1","1","1","1, 6","9","3","1","1","3","2","2","2","2","2","2","2","3","2","9","9","2","9","1","1","2","3","3","2","3","3","3","2","5, 8, 10","VAL"
"2","2",11.81,"1",40.00,3.00,2.00,"4","1","1","2","1","3","1","4, 6","1","2","9","1","2","4","2","1","1","2","2","2","1","9","2","9","4","9","2","1","2","4","2","9","2","2","2","2","8, 9, 10","VAL"
"2","2",13.64,"1",40.00,4.00,2.00,"2","1","1","2","1","3","1","1, 6","2","2","2","2","3","2","1","1","1","1","1","2","1","1","3","2","2","1","1","1","2","2","2","2","9","2","1","1","10","VAL"
"1","2",13.73,"1",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","4, 6","3","2","1","2","2","2","1","1","1","2","2","2","1","2","2","2","4","2","2","2","1","2","2","1",,"2","2","2","4, 8","VAL"
"2","3",19.82,"1",30.00,2.00,2.00,"2","3",,,"1, 2","3","2","4, 6","1","2","2","1","2","1","1","1","1","1","2","1","1","2","2","9","4","1","1","1","2","9","2","1",,"3","1","1","3, 8, 10","VAL"
"2","2",17.05,"3",20.00,5.00,5.00,"4","2",,,"1","3","1","1, 6","4","2","1","1","2","1","1","2","1","1","1","1","1","2","9","9","4","9","1","1","1","4","2","9",,"2","1","1","4, 8, 10","VAL"
"1","1",27.96,"1",20.00,4.00,3.00,"4","4",,,"1","3","2","1, 6","2","2","1","1","2","1","1","1","1","2","2","2","1","2","2","2","4","2","1","1","2","2","2","2",,"2","1","1","5, 10","VAL"
"1","2",21.71,"2",20.00,5.00,5.00,"3","1","1","4","1, 2","2","1","1, 6","2","3","1","1","2","2","1","1","2","1","2","1","2","4","9","9","4","9","2","1","2","2","1","9","3","3","2","1","8, 9, 10","VAL"
"2","2",15.06,"4",20.00,3.00,1.00,"3","1","1","8","1","3","1","1, 6","9","3","1","1","1","1","1","1","1","1","1","1","1","4","9","9","9","9","1","1","1","2","1","9","2","2","2","1","5, 8","VAL"
"1","2",14.57,"3",20.00,4.00,3.00,"4","1","1","7","1","3","1","1, 6","9","9","2","2","2","2","2","1","1","1","1","1","1","2","9","9","4","9","1","1","2","2","1","1","2","3","1","1","2, 8, 10","VAL"
"1","1",32.28,"1",20.00,4.00,4.00,"4","1","1","3","1","3","1","1, 2","3","4","1","2","2","2","2","1","1","1","1","1","1","4","4","1","4","4","1","1","4","3","2","2","2","3","1","1","5, 9","VAL"
"1","2",16.82,"5",20.00,4.00,2.00,"3","1","1","7","1","1","2","1, 6","2","3","1","1","3","1","3","1","1","1","1","2","2","3","2","9","4","3","2","2","2","2","2","2","1","3","1","2","5, 6, 8","VAL"
"1","2",168.63,"3",20.00,4.00,3.00,"3","2",,,"1","2","2","1, 6","2","2","1","1","2","1","1","2","1","2","2","1","2","4","2","9","4","4","2","2","3","3","3","3",,"3","1","2","8","VEN"
"1","2",38.28,"2",20.00,5.00,4.00,"4","2",,,"1","3","1","1, 6","3","2","1","1","2","2","2","1","1","1","1","2","2","4","2","2","9","3","2","1","2","4","2","9",,"3","2","1","8, 10","VEN"
"2","2",25.63,"4",30.00,4.00,4.00,"2","4",,,"1, 2","3","1","1, 4","2","2","2","2","1","2","1","4","2","3","3","2","2","4","3","3","4","2","2","2","2","2","2","2",,"2","2","1","3, 8, 9","VEN"
"1","3",8.10,"1",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","3","3","3","9","2","2","2","3","2","2","2",,"2","2","2","99","VAL"
"2","3",19.82,"2",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","9","2","9","2","3","2","2","2","9","2","2","3","1","9","9","9","4","2","2","2","3","3","2","2",,"2","2","2","5, 6, 10","VAL"
"1","3",9.92,"5",30.00,2.00,2.00,"4","3",,,"2","3","2","8","9","1","9","9","9","9","9","9","9","1","1","1","1","9","9","9","9","1","1","1","9","3","1","1",,"1","1","1","99","VAL"
"1","3",8.10,"4",20.00,2.00,2.00,"2","3",,,"1, 2","2","1","1, 6","2","4","2","2","2","2","2","2","2","2","2","2","1","4","2","9","4","2","1","1","1","2","2","2",,"3","2","1","5, 9","VAL"
"2","3",28.03,"2",20.00,5.00,4.00,"3","3",,,"1, 2","3","2","1, 6","3","4","1","1","2","1","1","1","1","1","1","1","1","4","9","9","9","2","1","1","9","1","1","1",,"3","1","1","5, 8, 9","VAL"
"2","3",14.01,"1",30.00,1.00,1.00,"1","3",,,"1, 2","3","2","99","9","2","9","2","2","2","2","1","2","1","1","1","2","4","9","9","4","1","3","1","2","4","2","2",,"3","2","1","8, 9, 10","VAL"
"2","2",12.53,"3",20.00,5.00,3.00,"4","4",,,"1","3","2","1, 6","2","2","2","2","3","2","2","2","2","2","2","2","1","3","9","9","9","2","2","2","2","2","2","2",,"2","2","2","8, 9, 10","VAL"
"2","3",14.01,"5",10.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","1","3","9","2","2","2","2","2","2","2","2","2","2","3","3","2","4","2","2","2","9","4","2","2",,"4","2","2","5, 6, 8","VAL"
"1","2",83.88,"5",20.00,2.00,2.00,"4","2",,,"3","1","2","5, 6","9","2","9","9","2","2","2","2","9","3","2","2","2","4","9","9","4","9","2","2","9","9","2","9",,"4","3","2","2, 6, 8","VEN"
"2","2",14.94,"4",20.00,5.00,4.00,"4","1","1","9","1, 2","2","1","4, 6","2","2","1","1","2","1","2","1","2","1","2","1","2","4","2","9","4","9","2","1","2","9","2","9","3","2","2","1","8","VAL"
"1","2",5.60,"3",20.00,1.00,1.00,"1","1","1","7","1","2","1","5, 6","9","9","1","1","1","1","1","2","1","1","1","1","1","4","2","9","9","9","1","1","1","4","1","9","2","2","1","1","5, 6, 8","VAL"
"1","2",38.28,"4",20.00,2.00,2.00,"2","1","1","0","1","3","1","1, 6","9","4","1","1","2","2","2","2","9","4","3","1","2","4","2","2","4","4","2","2","9","4","4","4","2","3","2","2","2, 5, 8","VEN"
"1","3",14.03,"4",20.00,4.00,4.00,"4","3",,,"1, 2","3","2","1, 6","9","3","1","1","2","2","1","1","1","1","1","1","1","9","3","9","4","2","1","1","2","3","2","2",,"2","2","1","5, 8, 10","VAL"
"1","2",19.77,"2",20.00,2.00,2.00,"2","2",,,"1","3","2","1, 4","2","2","2","3","2","2","2","2","2","4","4","2","1","4","3","2","3","3","1","1","9","2","1","2",,"2","2","1","2, 3, 8","VEN"
"2","2",36.42,"2",20.00,2.00,2.00,"4","1","1","7","1","2","2","4, 6","2","2","9","2","2","2","3","1","9","2","2","2","2","3","9","9","9","9","2","2","9","4","3","9","1","3","2","2","1, 5, 9","VAL"
"1","2",14.57,"1",30.00,3.00,3.00,"3","1","1","7","1, 2","3","1","5, 6","3","2","1","1","2","2","1","1","1","1","1","1","2","3","9","9","3","9","2","2","2","9","2","9","2","3","2","2","8","VAL"
"1","2",36.63,"1",20.00,4.00,2.00,"3","1","1","5","1","3","2","1, 6","2","3","3","2","3","3","2","2","2","2","3","3","4","2","2","2","3","2","2","3","3","3","2","2","2","2","1","2","7, 10","VAL"
"2","2",11.81,"2",20.00,2.00,2.00,"2","4",,,"1","1","1","1, 6","3","9","2","2","3","2","2","2","1","3","3","4","2","9","2","2","4","3","3","3","9","3","3","3",,"3","3","3","1, 3, 6","VAL"
"2","2",11.10,"1",40.00,2.00,1.00,"3","1","2","2","1","3","1","1, 6","9","4","1","1","2","1","1","4","2","4","3","1","2","3","9","9","4","2","3","2","3","2","2","4","2","2","2","2","2, 5, 8","VEN"
"1","2",11.21,"1",20.00,4.00,2.00,"3","1","2","1","1","3","1","1, 5","2","2","4","1","2","2","4","1","4","3","2","2","2","3","4","2","4","4","1","1","2","2","2","2","2","3","2","1","2, 6, 7","VAL"
"1","2",19.42,"1",20.00,5.00,4.00,"3","1","1","2","1","3","1","1, 6","9","2","1","1","1","1","1","1","1","1","1","1","1","2","9","9","2","9","1","1","1","1","1","1","1","2","1","1","99","VAL"
"2","3",19.82,"2",20.00,2.00,2.00,"2","3",,,"1, 2","3","1","1, 6","2","2","2","1","3","1","2","1","1","1","2","3","1","2","9","9","9","2","1","1","1","2","1","2",,"2","2","1","5, 9, 10","VAL"
"1","2",12.10,"2",20.00,1.00,1.00,"1","2",,,"1","1","1","5, 6","9","3","9","9","3","1","1","1","9","3","4","2","3","3","4","9","9","9","4","4","9","4","4","4",,"4","3","2","2, 3, 10","VEN"
"1","2",55.96,"3",20.00,1.00,1.00,"1","1","1","8","1","3","2","1, 6","1","2","9","1","1","1","1","1","2","3","2","2","1","4","9","9","4","2","2","1","2","4","2","2","1","2","4","2","2, 8, 9","VEN"
"2","3",29.34,"5",10.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","2","2","2","2","2","1","1","2","9","2","2","1","1","9","9","9","9","2","2","2","9","9","9","2",,"2","2","2","99","VEN"
"2","1",24.29,"1",20.00,2.00,2.00,"2","1","1","2","1, 2","2","2","1, 6","2","2","9","2","2","3","3","2","9","2","2","2","2","9","2","9","9","2","1","1","2","2","2","2","2","2","1","1","5, 10","VAL"
"1","1",22.83,"4",20.00,2.00,2.00,"4","1","1","4","1, 2","3","3","1, 6","9","2","1","1","3","3","3","1","1","1","1","2","1","3","9","9","4","1","1","1","3","1","1","1","2","1","1","1","9, 10","VAL"
"2","2",9.64,"2",20.00,2.00,2.00,"2","1","2","2","1","3","2","1, 6","9","9","2","2","2","2","2","2","2","3","2","2","2","2","1","9","9","2","1","1","9","1","1","9","1","2","2","2","2, 4, 5","VAL"
"2","1",12.88,"5",20.00,1.00,1.00,"1","1","1","9","1","3","3","5, 6","2","2","9","9","2","2","1","1","1","2","2","2","1","4","9","9","4","2","2","2","1","4","2","9","1","1","1","1","8, 9","VAL"
"1","1",16.14,"1",20.00,2.00,2.00,"2","1","1","2","1, 2","3","1","1, 6","9","2","2","2","2","2","1","1","1","2","4","2","2","9","1","9","4","2","2","4","1","1","2","2","1","1","1","2","3, 8","VAL"
"1","2",17.37,"5",20.00,4.00,4.00,"3","1","2","9","1","2","1","4, 5","2","3","2","2","2","2","2","2","2","2","2","3","2","4","9","9","4","2","2","2","3","3","2","2","3","2","2","2","5, 10","VAL"
"2","2",3.41,"1",30.00,4.00,1.00,"4","1","1","3","1, 2","3","1","1, 5","2","3","1","1","4","2","1","1","1","1","1","2","1","4","9","9","4","2","1","1","4","2","1","2","1","3","2","1","1, 5, 8","VAL"
"2","1",24.29,"4",20.00,4.00,2.00,"3","1","1","7","1","3","2","1, 6","2","2","2","2","3","2","2","3","2","1","1","1","1","2","2","9","4","2","2","2","2","3","2","2","2","1","1","1","5, 9, 10","VAL"
"2","2",17.72,"4",20.00,5.00,3.00,"4","4",,,"1, 2","3","1","5, 6","3","3","3","2","3","3","2","2","2","2","2","2","1","3","4","9","9","2","2","2","9","3","2","3",,"3","2","2","6, 8, 10","VAL"
"2","3",81.73,"3",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","3","9","9","4","2","3","2","9","3","2","2",,"2","2","2","5, 6, 8","VAL"
"2","3",19.82,"5",20.00,1.00,1.00,"1","3",,,"2","3","2","4, 6","2","2","9","9","1","4","2","2","9","2","2","2","1","9","9","9","9","1","2","2","9","2","2","1",,"3","2","2","99","VAL"
"1","1",7.21,"1",20.00,1.00,1.00,"1","2",,,"1","3","1","4, 6","2","1","1","1","1","1","1","1","2","2","1","1","1","4","9","9","4","2","2","1","1","2","2","2",,"2","2","2","8, 9","VAL"
"1","2",17.12,"4",20.00,3.00,1.00,"2","1","1","7","1","3","1","1, 6","9","4","1","1","2","2","2","4","2","4","2","2","2","4","9","9","4","2","2","2","9","2","2","2","2","3","2","2","2, 5, 8","VEN"
"2","2",4.17,"3",20.00,1.00,1.00,"1","1","1","4","1","3","1","1, 6","9","2","2","1","3","1","1","2","2","2","2","2","2","2","9","9","3","9","2","1","9","9","9","9","2","2","2","2","10","VAL"
"1","3",49.40,"4",20.00,4.00,4.00,"4","3",,,"1","1","2","1, 6","9","3","1","1","1","2","3","2","1","2","1","1","1","4","9","9","3","3","1","1","9","2","1","9",,"3","1","2","5, 6, 10","VEN"
"2","2",16.71,"4",20.00,4.00,4.00,"4","4",,,"1","3","3","1, 6","9","2","2","2","2","2","2","2","2","2","2","2","1","3","9","9","4","2","2","2","2","3","2","9",,"2","2","2","10","VAL"
