"dzim","vcgr","Svars","c3_izglit","c4_Vec_izglit","c5_1_Pers_kopa","c5_2_Pers_virs15","c6_majs_veids","c7_Ekon_akt","C8_Nodarb_statuss","c9_prof_kods_1st_dig","c10_talrunis","c11_rekinu_apmaksa","c12_dzivo_pilseta","c13_prior_tranps","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","d2_11","d2_12","d3_1","d3_2","d3_3","d3_4","d4","pilseta"
"2","2",9.64,"3",20.00,2.00,2.00,"4","1","1","6","1","3","1","1, 6","9","1","1","1","2","2","2","1","1","1","2","2","1","3","2","2","3","9","1","1","9","2","1","1","1","2","1","1","10","VAL"
"1","2",19.42,"1",20.00,4.00,2.00,"3","1","1","1","1","3","3","1, 6","9","3","1","1","1","2","1","1","1","1","2","2","1","1","1","2","4","1","1","1","1","1","1","1","1","2","1","1","5, 10","VAL"
"2","2",77.25,"4",30.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","1","4","9","2","2","2","2","1","2","2","2","2","2","3","9","9","4","4","2","1","1","9","2","3",,"2","2","2","5, 6","VAL"
"1","3",7.01,"5",20.00,1.00,1.00,"1","3",,,"1","2","2","1, 6","3","3","9","2","2","3","2","1","9","2","2","2","2","9","9","9","4","2","3","3","9","3","3","9",,"3","2","2","1, 3, 4","VAL"
"1","2",13.03,"3",20.00,4.00,3.00,"3","1","1","8","1","2","1","1, 6","2","2","9","2","2","2","2","1","1","2","2","1","1","2","2","9","3","9","2","1","1","2","1","2","2","2","2","2","99","VAL"
"2","3",9.91,"3",20.00,1.00,1.00,"1","3",,,"1, 2","1","2","4, 6","2","2","9","9","2","2","2","1","9","2","2","2","2","9","9","9","9","9","2","2","9","2","2","9",,"3","2","2","99","VAL"
"2","2",14.47,"3",20.00,3.00,3.00,"3","1","1","4","1","3","2","1, 6","2","2","2","1","2","2","2","2","2","3","2","2","1","2","3","2","4","3","3","2","4","2","2","2","2","2","2","2","2, 10","VAL"
"2","2",16.71,"1",20.00,5.00,4.00,"3","4",,,"1, 2","1","2","1, 6","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","4","1","2","1","2","2","1","2",,"3","1","1","9","VAL"
"2","3",16.18,"4",20.00,2.00,2.00,"2","3",,,"1, 2","3","1","4, 6","2","4","2","1","4","2","2","1","2","2","4","4","1","2","1","9","4","3","2","2","1","3","2","2",,"2","1","1","5, 10","VAL"
"2","2",49.18,"1",20.00,3.00,1.00,"4","1","1","3","1","3","3","1, 6","2","2","2","2","3","2","3","2","2","2","2","2","2","2","2","2","4","9","2","1","2","2","2","2","1","2","2","2","9, 10","VAL"
"1","2",19.42,"1",20.00,4.00,4.00,"3","1","1","4","1","3","2","1, 6","9","9","2","2","2","2","1","2","2","2","3","2","1","3","9","9","4","9","2","1","9","2","2","2","2","3","4","2","9","VAL"
"2","3",116.03,"4",20.00,2.00,2.00,"4","3",,,"1","2","1","4, 6","3","3","2","2","2","3","3","1","2","2","3","2","2","9","9","2","4","2","2","2","9","3","2","2",,"2","1","3","3, 8, 9","VAL"
"1","1",82.41,"2",20.00,5.00,5.00,"4","1","1","7","1","3","1","4, 6","2","3","3","2","2","2","2","2","2","3","3","2","2","2","2","9","2","2","2","2","2","3","3","9","2","2","2","2","2, 3, 5","VEN"
"1","2",11.21,"5",20.00,2.00,2.00,"4","4",,,"3","2","2","5, 6","9","2","2","2","3","2","2","1","2","2","2","2","2","2","2","2","9","3","2","2","2","3","2","2",,"3","3","3","6, 9, 10","VAL"
"1","2",19.77,"4",20.00,2.00,2.00,"2","4",,,"1","3","1","1, 6","3","4","1","2","2","1","1","2","9","4","2","1","1","4","4","9","4","9","2","2","9","2","2","2",,"3","3","2","2, 5, 8","VEN"
"1","2",23.79,"3",20.00,5.00,5.00,"2","1","1","3","1","2","2","1, 6","9","4","3","2","2","3","2","1","2","2","2","2","2","3","4","9","9","2","2","2","2","2","2","3","2","3","3","2","1, 10","VAL"
"1","2",5.00,"3",20.00,1.00,1.00,"1","1","1","8","1","2","1","1, 6","1","2","1","1","1","2","2","1","2","3","2","2","1","9","4","2","4","3","3","2","2","3","2","2","1","3","1","1","2, 10","VAL"
"2","1",16.33,"1",20.00,5.00,1.00,"2","4",,,"1, 2","3","1","4, 6","2","2","9","1","1","1","1","1","3","1","1","1","1","3","2","9","9","9","1","1","9","2","2","1",,"2","1","1","4, 7, 8","VEN"
"2","2",31.40,"4",20.00,1.00,1.00,"1","1","1","4","1","2","1","4, 6","1","3","9","1","1","1","1","4","9","3","3","1","2","4","9","9","4","9","1","1","2","2","2","2","2","4","2","2","2, 5, 8","VEN"
"1","2",70.48,"1",40.00,1.00,1.00,"1","2",,,"1","1","2","1, 6","3","3","4","2","3","3","3","2","2","2","2","2","2","4","9","9","3","4","2","2","3","3","2","4",,"3","2","1","8, 9, 10","VAL"
"2","3",33.88,"5",20.00,2.00,2.00,"2","3",,,"1","3","2","6, 7","9","2","9","9","2","2","2","3","9","4","3","2","2","4","9","9","9","2","2","2","9","9","2","2",,"3","3","2","2, 4, 8","VEN"
"1","2",23.79,"4",20.00,1.00,1.00,"1","3",,,"1","2","2","4, 5","2","4","2","2","3","3","2","1","2","3","2","2","2","4","2","2","4","3","2","2","2","3","3","3",,"4","3","2","5, 6, 8","VAL"
"1","2",164.47,"1",20.00,4.00,4.00,"2","2",,,"1, 2","3","2","1, 6","1","2","1","1","2","2","2","2","1","3","2","1","2","3","2","2","3","2","2","2","2","9","2","2",,"2","2","1","8, 10","VAL"
"2","2",19.22,"1",20.00,5.00,3.00,"3","1","1","3","1","3","1","1, 6","9","9","9","1","2","1","1","2","1","4","1","1","1","9","3","3","9","9","2","1","2","2","1","9","1","1","1","1","2","VEN"
"2","2",11.21,"4",20.00,3.00,3.00,"4","1","1","9","1, 2","3","1","4, 6","2","2","1","1","2","3","1","1","1","1","1","1","1","2","2","9","3","2","1","1","1","4","2","2","1","2","2","2","5, 9, 10","VAL"
"1","2",116.69,"2",,1.00,1.00,"1","1","1","3","1","3","2","1, 6","9","4","1","1","2","1","2","1","1","1","1","1","1","4","1","1","4","9","2","1","1","4","2","3","2","2","1","3","5, 8, 10","VAL"
"1","1",36.09,"3",20.00,5.00,5.00,"4","1","1","7","1, 2","3","3","1, 6","9","2","1","1","3","3","2","1","1","1","1","1","1","3","9","9","4","2","3","2","9","2","2","2","2","2","1","1","6, 10","VAL"
"2","2",11.14,"1",20.00,3.00,2.00,"3","1","1","1","1","3","1","1, 6","9","1","1","1","2","3","2","1","1","1","1","2","1","3","2","1","4","2","1","1","1","2","2","2","1","1","1","1","8, 9, 10","VAL"
"2","3",42.05,"5",10.00,1.00,1.00,"1","3",,,"1, 2","3","2","4, 6","1","2","2","2","2","2","4","2","2","2","2","2","1","9","9","9","9","2","2","2","2","3","3","2",,"2","2","2","99","VAL"
"2","2",14.47,"4",20.00,3.00,2.00,"3","1","2","2","1","3","3","1, 6","2","2","1","1","1","1","1","1","1","2","2","2","2","2","9","9","4","2","3","2","2","9","2","2","2","2","2","3","1, 9","VAL"
"1","2",230.26,"2",30.00,1.00,1.00,"1","2",,,"1","2","1","4, 6","2","3","1","1","2","2","1","2","2","3","3","2","3","3","3","9","4","3","2","2","2","3","3","3",,"2","1","2","5, 8, 9","VAL"
"1","2",4.85,"2",20.00,4.00,1.00,"4","3",,,"1","3","2","1, 6","9","2","2","2","3","3","3","2","2","2","2","2","1","3","9","2","4","3","2","2","3","3","2","9",,"2","2","1","4, 9, 10","VAL"
"1","3",4.96,"1",20.00,1.00,1.00,"1","3",,,"2","3","2","8","9","9","9","9","9","9","9","9","9","1","1","1","1","9","9","9","9","9","1","1","9","1","1","9",,"1","1","1","99","VAL"
"1","2",9.71,"2",20.00,1.00,1.00,"1","3",,,"1","3","2","1, 6","2","3","1","2","2","2","2","3","2","2","2","2","1","2","2","2","4","2","2","2","3","4","3","2",,"2","2","2","5, 9, 10","VAL"
"2","3",9.91,"4",20.00,1.00,1.00,"1","3",,,"1, 2","2","2","4, 6","3","3","9","2","3","2","2","3","9","2","2","1","2","9","9","9","3","9","2","2","9","2","1","9",,"4","3","2","5, 6, 10","VAL"
"2","2",9.34,"2",20.00,2.00,2.00,"4","1","1","5","1","2","1","5, 6","2","2","1","1","1","3","3","1","2","2","2","3","1","2","2","2","4","3","3","2","2","2","2","2","2","4","2","1","3, 8, 10","VAL"
"1","2",145.67,"4",20.00,2.00,2.00,"2","1","1","5","1","3","1","1, 6","9","9","9","2","3","2","2","1","9","2","2","2","2","3","2","9","4","2","2","1","2","4","3","4","1","2","2","2","8, 10","VAL"
"1","2",17.37,"4",20.00,5.00,4.00,"4","1","2","6","1","2","1","1, 6","2","2","9","1","2","1","1","1","1","1","1","1","2","9","9","2","9","2","1","1","9","2","1","1","2","1","1","1","5, 10","VAL"
"2","2",18.42,"3",20.00,5.00,5.00,"4","1","1","9","1, 2","1","2","1, 6","2","3","1","1","2","1","1","2","1","1","1","1","1","4","9","9","3","2","2","1","9","3","3","2","1","3","1","1","8","VAL"
"2","2",180.56,"4",20.00,2.00,2.00,"2","1","1","5","1","3","2","1, 6","2","1","1","1","2","1","1","1","1","2","1","2","1","2","1","2","3","3","1","1","2","2","1","9","2","3","1","2","1, 6, 10","VAL"
"2","1",88.49,"1",20.00,4.00,1.00,"4","1","1","3","1","3","2","4, 6","2","2","2","2","2","2","2","2","2","2","2","1","2","4","9","9","4","9","3","3","9","2","2","2","2","3","2","2","6, 8, 9","VEN"
"2","3",24.27,"4",20.00,3.00,3.00,"4","3",,,"1","3","2","1, 6","9","3","9","1","2","1","1","1","9","2","2","1","1","9","9","9","9","9","2","1","1","3","1","9",,"3","2","1","5, 10","VAL"
"1","2",13.73,"4",20.00,2.00,2.00,"4","3",,,"1","2","2","1, 6","9","9","9","1","1","1","1","1","9","1","1","1","1","1","4","9","1","2","2","1","9","9","1","1",,"2","1","1","99","VAL"
"2","2",335.22,"2",20.00,2.00,2.00,"4","1","1","8","1","3","2","1, 4","2","2","2","2","2","2","2","2","2","2","2","2","1","3","2","2","9","9","2","2","2","9","9","9","2","3","2","2","2, 3, 8","VEN"
"2","3",335.64,"4",20.00,1.00,1.00,"1","3",,,"2","3","2","4, 6","1","1","1","1","1","1","1","1","1","2","1","1","1","9","9","9","9","2","1","1","9","9","2","2",,"1","1","1","99","VEN"
"2","3",436.26,"1",20.00,1.00,1.00,"1","1","1","2","1, 2","3","1","6, 7","9","9","9","2","2","2","2","1","9","2","1","2","1","9","9","9","4","9","1","1","9","1","1","9","1","1","1","1","99","VAL"
"2","2",11.21,"1",20.00,3.00,3.00,"4","4",,,"1, 2","3","1","4, 5","2","1","1","1","3","2","1","1","2","2","2","2","1","2","9","9","4","2","2","1","3","3","2","2",,"2","1","3","4, 9, 10","VAL"
"1","2",9.71,"3",20.00,5.00,2.00,"3","1","2",,"1","3","2","4, 6","2","9","9","9","4","2","3","1","3","2","2","2","2","2","2","2","4","4","2","2","3","2","2","4","2","2","1","1","99","VAL"
"1","1",32.28,"3",20.00,4.00,4.00,"4","4",,,"1","2","3","2, 6","2","9","1","2","3","2","2","1","2","1","2","2","2","3","2","2","4","2","2","1","2","3","1","2",,"3","2","2","7, 8, 9","VAL"
"2","2",41.56,"3",20.00,4.00,3.00,"3","1","1","5","1","1","1","4, 6","2","2","1","1","2","2","2","2","2","2","2","2","1","3","2","2","4","2","2","2","2","2","2","2","1","4","3","4","5, 9","VAL"
"2","2",11.81,"1",40.00,3.00,2.00,"3","1","1","1","1","3","1","1, 6","1","2","2","1","2","2","2","2","1","2","2","2","1","9","4","9","4","2","2","1","3","2","1","2","2","2","1","1","5, 10","VAL"
"2","2",6.28,"5",20.00,1.00,1.00,"1","1","1",,"1","2","9","4, 6","2","3","9","2","2","1","1","1","9","2","2","2","2","4","9","9","9","9","3","2","9","4","2","4","3","3","2","2","5, 8","VEN"
"2","2",12.53,"1",20.00,5.00,3.00,"4","3",,,"1","3","2","1, 6","9","3","1","1","4","4","1","1","1","1","1","2","1","4","9","9","4","2","4","2","9","4","1","2",,"2","2","1","1, 8, 10","VAL"
"1","2",16.82,"4",20.00,3.00,3.00,"4","1","1","8","1","2","2","1, 6","9","3","2","2","2","2","2","2","2","2","2","2","2","4","9","9","4","4","2","1","4","3","2","2","2","2","2","1","5, 8","VAL"
"1","3",12.15,"4",20.00,3.00,3.00,"4","3",,,"1, 2","2","2","1, 6","9","2","9","9","3","3","2","2","9","2","2","2","2","3","9","9","9","2","9","2","9","3","2","9",,"4","2","2","5, 9, 10","VAL"
"1","3",8.10,"4",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","2","3","2","9","3","3","2","1","9","2","2","2","2","3","9","9","4","2","2","2","9","4","3","2",,"2","2","2","1, 2, 10","VAL"
"2","2",18.68,"1",30.00,5.00,5.00,"4","1","1","1","1, 2","3","1","1, 4","2","2","1","1","1","1","1","1","1","1","1","1","1","3","2","9","3","9","2","1","3","2","1","2","1","1","1","1","5, 8, 10","VAL"
"2","2",16.71,"3",20.00,4.00,2.00,"3","1","1","8","1","3","2","1, 6","3","1","1","2","3","4","2","1","2","2","2","1","2","4","9","2","4","3","2","2","2","4","2","3","3","2","2","2","7, 9, 10","VAL"
"2","2",8.35,"2",20.00,2.00,2.00,"2","3",,,"1","3","1","4, 6","3","2","2","1","1","2","1","1","2","2","2","1","1","3","9","9","4","9","2","2","9","3","2","9",,"4","2","2","4, 8","VAL"
"2","2",44.99,"1",20.00,4.00,3.00,"3","1","1","3","1","3","2","1, 6","2","2","2","1","2","3","2","1","1","3","2","1","1","3","9","9","4","2","2","2","2","4","2","2","2","3","2","2","8, 9, 10","VAL"
"2","2",14.47,"1",40.00,3.00,3.00,"4","1","1","3","1","3","1","1, 6","9","2","1","1","2","2","2","2","1","2","2","1","1","4","9","9","4","3","2","2","1","2","2","2","2","2","2","2","8, 9, 10","VAL"
"2","2",4.82,"2",20.00,3.00,1.00,"3","4",,,"1, 2","3","1","1, 6","9","2","2","1","2","1","2","2","1","1","1","1","2","4","2","9","4","2","1","1","2","3","3","2",,"2","2","1","5, 8, 9","VAL"
"1","2",13.03,"1",20.00,3.00,3.00,"4","1","1","2","1, 2","3","1","1, 6","9","2","1","1","2","2","1","2","1","2","1","1","1","1","9","9","4","2","1","1","2","4","1","4","2","2","1","1","5, 9, 10","VAL"
"1","2",11.21,"4",20.00,3.00,2.00,"3","1","2","1","1","3","1","1, 6","9","3","9","9","3","3","2","2","2","2","2","2","1","2","4","4","4","4","2","2","3","9","2","4","1","1","1","1","5, 9, 10","VAL"
"2","2",42.60,"1",40.00,1.00,1.00,"1","1","1","2","1","3","1","4, 6","4","2","2","1","2","3","3","1","1","2","2","2","1","4","4","4","4","3","2","2","3","2","2","3","2","3","2","2","8, 9, 10","VAL"
"1","2",19.77,"4",20.00,3.00,2.00,"3","1","1","1","1","3","1","1, 6","9","2","1","1","1","1","1","1","2","2","2","1","2","9","2","9","9","2","1","1","2","9","9","2","1","2","1","1","2, 5, 8","VEN"
"2","1",238.04,"2",20.00,3.00,2.00,"3","1","1","5","1","3","2","1, 6","3","3","9","1","2","4","2","1","1","3","2","2","2","4","9","9","4","2","2","2","2","3","3","3","3","2","2","3","4, 5, 9","VAL"
"1","3",14.88,"4",20.00,3.00,3.00,"3","3",,,"1","3","2","1, 6","2","2","9","2","2","2","2","1","2","3","2","2","1","9","9","9","9","9","2","2","3","3","2","2",,"2","2","2","2, 5, 10","VAL"
"2","2",8.35,"5",20.00,2.00,2.00,"4","1","1","5","1","3","1","4, 6","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","4","2","1","1","1","4","2","2","1","2","1","1","8","VAL"
"2","2",23.63,"2",20.00,5.00,4.00,"4","1","1","7","1","3","1","5, 6","9","2","9","1","2","2","2","1","2","1","1","1","1","2","2","2","4","3","1","1","4","4","3","3","1","2","1","1","9","VAL"
"2","2",58.74,"2",20.00,1.00,1.00,"1","1","1","9","1","3","1","1, 6","1","2","2","1","2","2","2","3","2","2","2","1","2","4","9","9","4","2","2","1","9","2","2","9","2","3","2","1","8","VEN"
"2","2",14.80,"4",20.00,2.00,2.00,"2","1","1","4","1","3","2","4, 6","2","3","1","1","1","1","1","1","1","2","3","1","1","4","9","9","9","9","2","2","2","2","1","1","1","2","3","1","8","VEN"
"2","1",32.89,"4",20.00,2.00,1.00,"4","1","1","9","1","3","2","1, 6","3","4","1","1","4","1","1","1","1","9","1","1","1","4","2","2","4","9","1","1","1","2","1","9","2","3","1","1","4, 5, 8","VAL"
"1","2",8.68,"4",20.00,4.00,2.00,"4","2",,,"1","3","1","1, 5","3","3","1","2","4","3","3","1","2","2","2","4","2","4","4","2","4","4","4","1","4","3","1","4",,"2","3","1","4, 6, 10","VAL"
"1","2",18.80,"2",20.00,3.00,3.00,"4","1","1","8","1","3","2","1, 6","9","3","1","1","2","1","1","1","1","1","1","1","1","4","9","9","4","2","2","1","2","4","2","9","1","2","1","1","10, 8, 9","VAL"
"2","2",17.05,"1",30.00,5.00,5.00,"4","1","1","3","1","3","1","1, 6","2","2","1","2","3","3","1","1","1","2","2","2","1","3","3","3","4","2","1","1","1","2","2","2","1","2","1","1","3, 8, 10","VAL"
"2","2",19.22,"4",20.00,3.00,2.00,"2","1","1","5","1","3","1","5, 6","9","4","2","2","2","2","2","4","3","4","2","2","2","4","9","9","4","4","2","2","9","9","9","9","1","2","2","1","2, 5, 8","VEN"
"2","2",17.72,"4",20.00,3.00,3.00,"4","4",,,"1","3","1","1, 6","9","4","3","2","2","3","2","2","2","3","3","2","2","4","9","2","4","3","2","2","2","2","2","3",,"2","2","2","2, 4, 5","VAL"
"1","2",10.30,"1",30.00,5.00,3.00,"3","1","1","2","1","9","1","1, 6","9","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","4","3","2","2","2","2","2","3","2","2","2","2","99","VAL"
"2","2",200.62,"1",50.00,2.00,2.00,"2","3",,,"1, 2","2","2","1, 4","1","1","9","1","1","1","1","1","1","1","1","1","1","3","9","9","9","1","1","3","1","1","2","1",,"3","1","2","2","VEN"
"2","2",74.73,"2",20.00,2.00,2.00,"4","1","1","7","1","3","2","4, 6","3","3","9","1","2","2","1","1","1","1","1","1","1","2","9","9","4","9","2","2","9","1","1","9","1","1","1","1","1, 4, 9","VAL"
"1","2",153.14,"4",20.00,1.00,1.00,"1","1","1","6","1","3","2","1, 6","2","1","1","1","2","1","1","2","1","3","3","1","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","2","2, 3, 8","VEN"
"2","2",25.88,"2",20.00,4.00,4.00,"3","1","1","5","1","2","2","1, 6","9","3","1","1","2","2","1","1","1","1","1","1","1","3","2","9","9","9","1","1","1","2","1","2","2","3","1","2","5, 6, 8","VAL"
"1","2",13.53,"4",20.00,1.00,1.00,"1","2",,,"3","1","1","5, 6","9","9","2","9","2","2","2","3","9","2","2","2","4","4","9","9","4","9","2","2","9","9","9","9",,"4","4","4","99","VEN"
"1","2",19.42,"4",20.00,4.00,4.00,"3","2",,,"1","2","2","1, 6","2","2","2","3","3","4","2","1","2","2","2","2","1","4","2","9","4","9","2","2","2","3","2","3",,"4","1","1","5, 8, 9","VAL"
"1","2",13.73,"2",20.00,2.00,2.00,"4","4",,,"1","3","1","5, 6","2","2","1","1","2","2","1","1","2","1","1","1","1","4","9","9","9","2","2","2","9","3","2","2",,"4","2","2","1, 6, 8, 9","VAL"
"2","2",3.73,"2",20.00,4.00,1.00,"4","1","1","2","1","2","1","1, 6","2","4","1","1","1","2","1","1","1","1","3","1","1","4","2","9","4","1","1","1","1","1","1","1","1","2","1","1","3, 5, 8","VAL"
"1","2",14.57,"4",20.00,3.00,3.00,"4","1","1","5","1","3","1","5, 6","1","2","1","1","2","1","1","1","9","1","2","3","1","2","1","9","4","9","1","1","1","3","1","1","1","3","1","1","2, 9, 10","VAL"
"2","3",16.94,"5",20.00,1.00,1.00,"1","3",,,"1","3","2","4, 6","2","1","9","2","1","1","1","2","1","1","1","1","1","3","2","9","9","9","2","1","9","2","1","2",,"2","2","1","2, 5, 8","VEN"
"1","3",9.92,"1",20.00,2.00,2.00,"2","3",,,"1, 2","3","2","1, 6","2","2","2","2","2","2","2","2","2","2","2","2","1","9","9","2","9","2","2","2","2","2","2","2",,"2","2","2","5, 9","VAL"
"1","2",34.24,"5",20.00,5.00,3.00,"3","1","1","9","1","1","2","1, 5","2","2","1","1","2","1","1","2","1","2","2","1","1","4","4","9","4","2","2","2","9","9","2","9","2","9","2","2","8, 9","VEN"
"1","1",152.73,"4",20.00,2.00,2.00,"2","1","1","8","1","2","1","4, 6","2","2","2","1","1","1","1","1","2","2","3","1","2","2","9","9","3","2","1","1","1","3","4","2","2","2","2","2","1, 3, 5","VAL"
"1","3",9.28,"4",20.00,1.00,1.00,"1","3",,,"1","3","1","1, 6","9","3","2","9","3","2","2","2","2","1","2","2","1","9","2","9","4","2","2","2","2","3","2","2",,"2","2","1","5, 8, 10","VAL"
"2","2",297.79,"4",30.00,5.00,3.00,"4","3",,,"1","3","2","4, 6","9","4","9","2","1","1","4","1","2","2","3","1","2","2","1","4","4","9","2","1","4","4","9","4",,"4","3","4","5, 6, 9","VAL"
"2","3",21.02,"1",30.00,3.00,3.00,"4","3",,,"1, 2","3","1","8","9","9","9","9","9","9","9","9","9","2","2","9","1","9","9","9","9","9","1","1","9","9","1","9",,"3","2","1","99","VAL"
"2","2",19.22,"1",30.00,4.00,3.00,"3","1","2","1","1","2","1","1, 6","2","2","1","1","1","1","1","1","1","1","1","1","1","4","9","9","2","2","1","1","1","3","2","2","2","3","2","2","5, 8","VEN"
"1","2",112.27,"1",30.00,2.00,2.00,"4","1","1","2","1, 2","3","1","1, 6","9","2","2","2","2","2","2","2","9","4","4","1","1","2","2","9","9","2","2","2","9","2","2","2","2","2","2","2","2, 3, 8","VEN"
"2","2",16.71,"1",40.00,5.00,1.00,"3","1","1","3","1","3","1","1, 6","9","1","9","1","2","4","2","1","1","2","2","1","1","4","9","9","4","1","1","1","9","2","2","2","1","3","1","1","10","VAL"
"1","3",9.92,"1",30.00,2.00,2.00,"2","3",,,"1, 2","3","1","5, 6","2","2","1","1","2","2","2","1","1","2","2","1","1","4","9","9","4","1","1","1","1","2","1","1",,"2","1","1","5, 6, 8","VAL"
"2","3",7.00,"5",20.00,1.00,1.00,"1","3",,,"1","3","2","1, 6","9","3","9","9","2","2","2","2","9","2","2","2","2","4","9","9","9","2","1","1","2","3","3","2",,"4","1","1","10, 5, 6","VAL"
"1","2",70.48,"4",20.00,2.00,2.00,"4","1","1","7","1","3","1","1, 6","3","4","2","3","3","4","3","2","2","2","3","2","2","4","4","4","4","3","1","1","2","2","1","4","2","2","2","1","5, 6, 10","VAL"
"2","3",14.01,"4",10.00,2.00,2.00,"2","3",,,"1","3","1","4, 6","2","3","9","9","2","2","2","1","9","2","2","2","2","3","9","9","9","9","2","2","9","3","2","9",,"2","2","2","5","VAL"
"2","3",19.82,"2",30.00,2.00,2.00,"4","3",,,"1","3","2","1, 6","9","4","9","9","2","3","2","1","2","2","2","2","2","4","9","9","4","2","2","2","9","3","2","2",,"3","3","2","5, 8, 9","VAL"
"2","3",12.80,"3",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 6","4","4","1","2","3","1","1","3","2","2","2","1","1","3","2","2","3","2","1","1","2","2","1","2",,"4","2","2","4, 5, 8","VEN"
"1","3",181.10,"3",20.00,2.00,2.00,"2","3",,,"1","3","2","4, 6","2","3","9","9","3","3","4","2","9","2","3","1","1","2","9","9","3","2","2","2","2","4","4","4",,"3","2","2","3, 5","VAL"
"1","2",16.82,"3",20.00,4.00,3.00,"3","1","1","7","1, 2","1","2","1, 6","2","2","2","2","2","2","2","1","2","2","2","2","1","4","2","2","9","2","1","1","9","3","9","2","2","4","2","2","8","VAL"
"2","3",16.94,"1",50.00,1.00,1.00,"1","3",,,"1","1","2","4, 6","2","2","9","2","2","2","2","2","9","4","2","1","1","9","9","9","2","9","9","9","9","2","2","2",,"3","2","2","2, 5, 6","VEN"
"2","2",17.19,"3",20.00,3.00,3.00,"4","1","1","5","1, 2","3","1","1, 6","2","2","1","1","2","2","1","3","9","4","2","2","1","4","1","1","4","3","2","1","3","3","1","3","2","3","1","1","5, 8, 9","VEN"
"1","2",19.77,"4",20.00,2.00,2.00,"2","3",,,"1","3","2","1, 5","9","4","1","1","2","2","2","2","9","4","3","2","2","9","2","9","2","2","2","2","9","2","2","2",,"2","2","1","2, 5, 8","VEN"
"2","2",17.61,"2",20.00,2.00,2.00,"2","1","1","9","1","3","2","4, 6","2","2","9","9","2","2","1","1","9","3","2","1","1","4","9","9","4","2","3","1","1","2","2","9","2","3","2","1","5, 6, 8","VAL"
"2","2",11.81,"3",20.00,2.00,2.00,"2","1","1","9","1, 2","3","2","1, 6","3","4","3","2","3","2","2","2","2","1","2","2","2","4","2","3","4","3","2","3","2","2","2","2","3","4","2","2","5, 8, 10","VAL"
"2","2",4.17,"3",20.00,1.00,1.00,"1","1","1","9","1","3","2","4, 6","2","1","1","1","2","2","2","2","1","2","2","1","1","3","3","2","3","4","2","2","1","1","1","1","1","2","2","1","3, 8, 9","VAL"
